ID,Brand,Model,Price_INR,Launch_Year,OS,Processor,GPU,RAM_GB,Storage_GB,Expandable_Storage,Display_Size_Inches,Display_Type,Resolution,Refresh_Rate_Hz,Battery_mAh,Fast_Charging_Watts,Wireless_Charging,Primary_Camera_MP,UltraWide_Camera_MP,Telephoto_Camera_MP,Front_Camera_MP,Video_Recording,5G_Support,Dual_SIM,Bluetooth_Version,WiFi_Version,NFC,Fingerprint_Type,Build_Type,Weight_grams,IP_Rating
488,Nokia,Nokia Pro 488,121385,2021,iOS 16,Snapdragon 7 Gen 1,Apple GPU,12,512,Yes,6.8,IPS LCD,1080x2400,60,4500,80,No,48,8,8,50,1080p@60fps,Yes,Yes,5.2,WiFi 5,No,Side-mounted,Glass Front/Back,172,No Rating
489,Samsung,Samsung Pro 489,71339,2022,iOS 17,Snapdragon 8 Gen 1,Adreno 730,8,1024,No,6.4,AMOLED,1440x3200,90,5500,18,No,64,12,8,8,4K@30fps,Yes,Yes,5.1,WiFi 6E,No,Rear-mounted,Glass Front/Back,211,IP53
490,Apple,Apple Pro 490,18104,2025,iOS 16,Dimensity 920,Apple GPU,12,512,Yes,6.5,OLED,1080x2400,90,5000,25,Yes,50,8,32,50,4K@60fps,No,No,5.1,WiFi 6,Yes,Rear-mounted,Metal Frame Glass Back,229,No Rating
491,Nokia,Nokia Pro 491,86987,2026,Android 14,Snapdragon 8 Gen 2,Mali-G710,16,512,Yes,6.1,IPS LCD,720x1600,144,5000,33,No,50,12,8,32,8K@24fps,No,No,5.2,WiFi 6E,Yes,In-display,"Glass Front, Plastic Back",197,IP53
492,OnePlus,OnePlus Pro 492,68369,2021,Android 14,Snapdragon 7 Gen 1,Apple GPU,4,512,Yes,6.4,IPS LCD,720x1600,90,5000,120,Yes,50,8,32,16,4K@60fps,No,No,5.3,WiFi 6E,Yes,Side-mounted,Metal Frame Glass Back,218,IP52
493,Nokia,Nokia Pro 493,9625,2023,Android 13,Exynos 2200,Adreno 730,6,1024,Yes,6.4,Super AMOLED,1080x2400,90,4500,80,No,108,50,8,32,4K@60fps,No,Yes,5.1,WiFi 6E,Yes,Rear-mounted,Glass Front/Back,240,IP67
494,OnePlus,OnePlus Pro 494,24547,2024,Android 14,A16 Bionic,Xclipse 920,4,128,No,6.5,AMOLED,1440x3200,90,4000,45,Yes,64,50,12,16,1080p@60fps,Yes,No,5.3,WiFi 6E,Yes,Rear-mounted,Metal Frame Glass Back,182,No Rating
495,Xiaomi,Xiaomi Pro 495,79197,2020,Android 14,Snapdragon 8 Gen 1,Xclipse 920,6,256,Yes,6.4,Super AMOLED,1440x3200,60,4500,33,Yes,48,50,32,8,4K@60fps,Yes,No,5.3,WiFi 6,No,Side-mounted,"Glass Front, Plastic Back",167,IP53
496,Nothing,Nothing Pro 496,49513,2025,iOS 16,Snapdragon 7 Gen 1,Mali-G710,12,1024,Yes,6.5,AMOLED,1440x3200,90,6000,18,No,50,12,32,8,4K@60fps,Yes,Yes,5.1,WiFi 5,Yes,Side-mounted,Glass Front/Back,203,IP68
497,Vivo,Vivo Pro 497,116989,2020,Android 13,Exynos 2200,Adreno 740,8,512,Yes,6.1,AMOLED,1440x3200,144,5500,18,Yes,64,12,8,50,4K@30fps,No,Yes,5,WiFi 6,No,Rear-mounted,Metal Frame Glass Back,203,No Rating
498,OnePlus,OnePlus Pro 498,17495,2023,iOS 17,Snapdragon 8 Gen 2,Apple GPU,16,128,No,6.7,OLED,720x1600,120,6000,80,No,200,8,12,16,4K@60fps,Yes,Yes,5.2,WiFi 6E,No,Rear-mounted,Metal Frame Glass Back,170,IP68
499,Xiaomi,Xiaomi Pro 499,18378,2026,iOS 16,Dimensity 920,Mali-G710,4,128,Yes,6.4,LTPO AMOLED,720x1600,60,6000,18,Yes,108,50,8,32,4K@30fps,Yes,No,5.2,WiFi 5,Yes,Side-mounted,Metal Frame Glass Back,184,No Rating
500,Oppo,Oppo Pro 500,61912,2021,Android 14,Snapdragon 8 Gen 1,Adreno 730,16,256,Yes,6.8,AMOLED,1440x3200,144,6000,80,Yes,200,12,12,50,1080p@60fps,Yes,Yes,5.3,WiFi 6,No,Rear-mounted,Metal Frame Glass Back,228,IP67
501,Oppo,Oppo Pro 501,78857,2022,iOS 16,Snapdragon 7 Gen 1,Adreno 730,16,128,Yes,6.7,Super AMOLED,1440x3200,120,4500,18,Yes,50,50,8,16,1080p@60fps,Yes,No,5.2,WiFi 6,Yes,Side-mounted,"Glass Front, Plastic Back",178,No Rating
502,Nothing,Nothing Pro 502,9907,2026,Android 14,Dimensity 920,Mali-G710,8,1024,Yes,6.4,IPS LCD,1440x3200,144,5500,25,No,108,16,32,8,1080p@60fps,No,Yes,5.2,WiFi 5,No,Rear-mounted,Metal Frame Glass Back,224,IP53
503,Apple,Apple Pro 503,74932,2022,iOS 17,Snapdragon 8 Gen 2,Xclipse 920,12,128,Yes,6.8,Super AMOLED,1440x3200,60,6000,65,Yes,200,50,32,32,1080p@60fps,Yes,No,5,WiFi 6,Yes,Rear-mounted,Glass Front/Back,200,IP68
504,Vivo,Vivo Pro 504,35709,2024,iOS 17,Dimensity 920,Adreno 740,4,1024,Yes,6.5,IPS LCD,1440x3200,144,4500,80,No,48,8,8,16,8K@24fps,No,Yes,5.1,WiFi 6E,No,In-display,Metal Frame Glass Back,210,IP53
505,Nokia,Nokia Pro 505,145590,2021,iOS 17,Snapdragon 8 Gen 1,Adreno 730,12,128,Yes,6.8,Super AMOLED,1080x2400,60,5500,120,No,64,16,8,50,1080p@60fps,Yes,No,5,WiFi 6,No,Side-mounted,"Glass Front, Plastic Back",203,IP53
506,Motorola,Motorola Pro 506,35411,2026,iOS 16,Exynos 2200,Apple GPU,4,512,No,6.1,OLED,1080x2400,120,4500,120,Yes,64,8,32,8,4K@30fps,Yes,Yes,5,WiFi 6E,Yes,Side-mounted,Glass Front/Back,160,IP52
507,Nokia,Nokia Pro 507,47037,2022,Android 13,Snapdragon 7 Gen 1,Adreno 740,16,512,No,6.1,IPS LCD,720x1600,144,6000,80,Yes,200,50,12,32,4K@60fps,Yes,No,5.1,WiFi 6E,Yes,Side-mounted,Glass Front/Back,238,IP52
508,Xiaomi,Xiaomi Pro 508,83876,2021,Android 13,Exynos 2200,Adreno 730,8,512,No,6.4,AMOLED,720x1600,144,4000,80,Yes,48,8,12,50,1080p@60fps,Yes,No,5.1,WiFi 5,No,Side-mounted,Metal Frame Glass Back,221,IP68
509,Vivo,Vivo Pro 509,71489,2020,Android 14,Exynos 2200,Adreno 740,4,64,No,6.7,OLED,720x1600,144,5500,120,No,108,12,8,50,4K@30fps,Yes,Yes,5.2,WiFi 5,No,Rear-mounted,Metal Frame Glass Back,187,IP67
510,Apple,Apple Pro 510,30788,2025,iOS 17,A16 Bionic,Adreno 740,12,512,No,6.1,AMOLED,1440x3200,90,4000,33,No,108,50,32,8,1080p@60fps,Yes,No,5.2,WiFi 6,No,In-display,"Glass Front, Plastic Back",185,No Rating
511,Realme,Realme Pro 511,112591,2024,iOS 17,Exynos 2200,Mali-G710,12,256,Yes,6.4,IPS LCD,1080x2400,90,4500,25,No,108,12,32,8,8K@24fps,No,No,5.1,WiFi 6E,Yes,Rear-mounted,"Glass Front, Plastic Back",192,IP53
512,Realme,Realme Pro 512,120107,2022,iOS 16,Dimensity 8200,Adreno 740,16,256,No,6.1,LTPO AMOLED,1080x2400,90,5500,33,Yes,108,8,32,16,8K@24fps,Yes,Yes,5.1,WiFi 5,No,Side-mounted,Glass Front/Back,230,No Rating
513,Motorola,Motorola Pro 513,136767,2021,Android 13,Exynos 2200,Xclipse 920,12,512,Yes,6.1,Super AMOLED,720x1600,144,6000,65,Yes,200,12,32,32,8K@24fps,Yes,No,5.1,WiFi 6,Yes,Rear-mounted,"Glass Front, Plastic Back",226,IP53
514,OnePlus,OnePlus Pro 514,57736,2024,iOS 17,Exynos 2200,Xclipse 920,12,256,No,6.4,AMOLED,1440x3200,90,5000,33,No,200,12,12,8,8K@24fps,No,Yes,5.3,WiFi 6,No,Rear-mounted,Glass Front/Back,210,IP68
515,Realme,Realme Pro 515,47336,2021,Android 13,Exynos 2200,Mali-G710,12,128,No,6.4,OLED,1440x3200,120,5500,65,No,48,12,12,32,4K@60fps,Yes,No,5.2,WiFi 6E,Yes,In-display,Metal Frame Glass Back,193,IP52
516,Samsung,Samsung Pro 516,44491,2024,Android 13,Snapdragon 7 Gen 1,Mali-G710,6,64,No,6.8,Super AMOLED,1440x3200,90,5000,80,Yes,50,16,12,50,1080p@60fps,No,Yes,5,WiFi 6E,No,Side-mounted,Metal Frame Glass Back,167,No Rating
517,Oppo,Oppo Pro 517,54284,2025,iOS 16,Exynos 2200,Adreno 740,6,64,Yes,6.5,IPS LCD,1080x2400,90,4500,45,No,200,16,12,8,4K@60fps,No,Yes,5.2,WiFi 6E,Yes,In-display,Glass Front/Back,171,No Rating
518,Realme,Realme Pro 518,141518,2025,iOS 17,Snapdragon 7 Gen 1,Apple GPU,8,64,No,6.7,LTPO AMOLED,1440x3200,120,4000,80,Yes,48,50,8,50,8K@24fps,Yes,Yes,5,WiFi 6E,No,Side-mounted,"Glass Front, Plastic Back",201,IP52
519,Apple,Apple Pro 519,89800,2020,Android 13,Exynos 2200,Apple GPU,8,1024,No,6.5,OLED,720x1600,144,5500,80,Yes,64,8,12,8,4K@60fps,No,Yes,5.2,WiFi 5,Yes,Side-mounted,Metal Frame Glass Back,230,IP67
520,Motorola,Motorola Pro 520,91029,2026,Android 14,Dimensity 920,Apple GPU,8,512,Yes,6.5,LTPO AMOLED,1440x3200,120,5500,33,Yes,64,16,8,8,4K@30fps,Yes,No,5,WiFi 6,Yes,Side-mounted,"Glass Front, Plastic Back",171,IP68
521,Samsung,Samsung Pro 521,77009,2025,iOS 16,Snapdragon 8 Gen 2,Xclipse 920,6,128,Yes,6.8,AMOLED,1440x3200,90,5000,80,No,200,16,12,8,4K@30fps,No,No,5.2,WiFi 5,No,In-display,Glass Front/Back,186,IP67
522,Samsung,Samsung Pro 522,62241,2026,iOS 17,Exynos 2200,Adreno 740,8,64,No,6.5,AMOLED,1080x2400,144,4500,25,No,50,16,8,32,4K@30fps,No,Yes,5,WiFi 6,Yes,In-display,Glass Front/Back,216,IP52
523,Nokia,Nokia Pro 523,120886,2025,Android 14,Snapdragon 7 Gen 1,Xclipse 920,6,128,No,6.1,OLED,720x1600,60,4500,80,No,48,50,32,32,4K@30fps,Yes,No,5.3,WiFi 5,No,Side-mounted,"Glass Front, Plastic Back",165,IP68
524,Samsung,Samsung Pro 524,23420,2020,iOS 16,Snapdragon 8 Gen 2,Xclipse 920,8,64,Yes,6.4,AMOLED,1080x2400,120,5500,18,No,108,50,32,8,4K@30fps,No,Yes,5.2,WiFi 5,Yes,Rear-mounted,Metal Frame Glass Back,160,IP53
525,Xiaomi,Xiaomi Pro 525,86115,2025,iOS 16,Exynos 2200,Mali-G710,12,1024,Yes,6.4,Super AMOLED,720x1600,144,5500,45,Yes,50,12,8,16,4K@30fps,No,No,5,WiFi 5,No,In-display,"Glass Front, Plastic Back",222,IP53
526,OnePlus,OnePlus Pro 526,68703,2022,Android 13,A16 Bionic,Mali-G710,6,128,No,6.1,LTPO AMOLED,1440x3200,144,6000,120,No,50,16,32,32,4K@30fps,No,No,5,WiFi 6,Yes,Rear-mounted,"Glass Front, Plastic Back",240,IP52
527,Oppo,Oppo Pro 527,91800,2021,Android 14,Snapdragon 8 Gen 1,Apple GPU,4,512,No,6.1,LTPO AMOLED,720x1600,120,4500,33,Yes,108,8,12,8,8K@24fps,Yes,Yes,5.3,WiFi 6E,Yes,In-display,Metal Frame Glass Back,160,IP67
528,OnePlus,OnePlus Pro 528,134876,2023,Android 13,Snapdragon 8 Gen 2,Apple GPU,6,1024,Yes,6.8,OLED,720x1600,144,4000,25,Yes,200,12,12,50,1080p@60fps,Yes,Yes,5.3,WiFi 6,Yes,Side-mounted,Glass Front/Back,192,IP52
529,Motorola,Motorola Pro 529,69695,2020,iOS 16,Snapdragon 8 Gen 2,Xclipse 920,12,512,No,6.1,OLED,720x1600,90,5500,120,No,64,12,32,50,4K@30fps,No,No,5,WiFi 5,Yes,Side-mounted,"Glass Front, Plastic Back",240,No Rating
530,Samsung,Samsung Pro 530,62160,2023,Android 14,Dimensity 8200,Adreno 730,6,256,Yes,6.8,OLED,1080x2400,90,5500,33,No,48,8,8,32,4K@60fps,Yes,No,5.2,WiFi 5,No,In-display,Metal Frame Glass Back,225,IP53
531,Nothing,Nothing Pro 531,95131,2021,iOS 17,A16 Bionic,Apple GPU,16,128,No,6.4,AMOLED,1440x3200,120,4500,80,No,108,50,32,50,4K@60fps,No,No,5,WiFi 6E,No,Side-mounted,"Glass Front, Plastic Back",229,IP52
532,Nothing,Nothing Pro 532,50506,2021,Android 13,Exynos 2200,Adreno 730,4,512,Yes,6.8,AMOLED,1440x3200,60,5000,120,No,108,16,12,16,1080p@60fps,Yes,Yes,5.1,WiFi 5,Yes,In-display,Glass Front/Back,181,IP68
533,OnePlus,OnePlus Pro 533,148298,2021,Android 13,Snapdragon 7 Gen 1,Adreno 740,6,128,No,6.1,LTPO AMOLED,1080x2400,90,6000,120,Yes,64,16,32,16,1080p@60fps,Yes,Yes,5.1,WiFi 6E,Yes,In-display,Glass Front/Back,224,IP53
534,Nothing,Nothing Pro 534,84546,2023,Android 14,Dimensity 920,Mali-G710,12,512,No,6.5,IPS LCD,720x1600,90,4000,120,No,48,8,8,16,4K@60fps,Yes,Yes,5.1,WiFi 6E,No,Rear-mounted,Glass Front/Back,222,IP67
535,OnePlus,OnePlus Pro 535,139048,2023,Android 14,Exynos 2200,Adreno 740,4,256,Yes,6.5,IPS LCD,720x1600,90,6000,25,No,50,16,32,8,8K@24fps,Yes,No,5.1,WiFi 5,No,Rear-mounted,Glass Front/Back,213,No Rating
536,Apple,Apple Pro 536,73685,2023,iOS 16,Exynos 2200,Adreno 730,8,1024,Yes,6.4,OLED,1080x2400,144,5000,33,Yes,64,50,8,8,1080p@60fps,Yes,No,5.3,WiFi 6,Yes,Side-mounted,"Glass Front, Plastic Back",169,IP68
537,Nokia,Nokia Pro 537,101153,2023,Android 13,Dimensity 920,Adreno 740,8,256,No,6.5,LTPO AMOLED,720x1600,60,5500,120,Yes,50,12,8,50,4K@30fps,No,No,5.3,WiFi 6,Yes,In-display,Glass Front/Back,189,IP67
538,Vivo,Vivo Pro 538,91659,2024,iOS 17,Exynos 2200,Apple GPU,12,512,No,6.5,OLED,1440x3200,144,5500,25,No,108,50,8,8,4K@30fps,No,No,5,WiFi 6,No,Side-mounted,Metal Frame Glass Back,166,IP53
539,Nothing,Nothing Pro 539,137995,2026,Android 13,Snapdragon 7 Gen 1,Xclipse 920,4,64,Yes,6.1,LTPO AMOLED,720x1600,120,6000,25,Yes,108,50,32,8,4K@60fps,No,Yes,5,WiFi 6,Yes,Rear-mounted,"Glass Front, Plastic Back",176,No Rating
540,Realme,Realme Pro 540,41801,2023,Android 13,Dimensity 8200,Mali-G710,12,64,No,6.7,Super AMOLED,720x1600,90,5000,45,Yes,64,8,32,32,8K@24fps,No,Yes,5.2,WiFi 5,No,In-display,Glass Front/Back,173,IP68
541,Motorola,Motorola Pro 541,40037,2023,Android 13,Snapdragon 8 Gen 1,Adreno 740,6,512,Yes,6.8,OLED,1080x2400,60,4000,65,Yes,200,12,32,8,4K@60fps,No,No,5.1,WiFi 6,Yes,Side-mounted,Metal Frame Glass Back,203,IP68
542,Oppo,Oppo Pro 542,40618,2026,Android 14,Snapdragon 7 Gen 1,Adreno 740,8,64,No,6.8,Super AMOLED,720x1600,90,4000,65,No,64,8,12,16,4K@30fps,No,No,5.2,WiFi 6E,Yes,Rear-mounted,Glass Front/Back,218,IP67
543,Nothing,Nothing Pro 543,34195,2024,iOS 17,Snapdragon 8 Gen 2,Apple GPU,4,64,No,6.8,LTPO AMOLED,1440x3200,144,5000,18,Yes,50,16,32,32,4K@30fps,Yes,Yes,5.1,WiFi 6E,Yes,In-display,Metal Frame Glass Back,169,IP68
544,Vivo,Vivo Pro 544,90026,2021,Android 13,Snapdragon 8 Gen 2,Adreno 740,16,1024,No,6.8,OLED,720x1600,90,4000,120,No,48,8,32,16,8K@24fps,Yes,No,5.1,WiFi 6E,No,Side-mounted,Metal Frame Glass Back,211,No Rating
545,Nokia,Nokia Pro 545,135671,2024,Android 14,Dimensity 920,Adreno 730,4,128,Yes,6.5,IPS LCD,1440x3200,144,6000,18,No,50,50,12,8,4K@60fps,No,Yes,5.3,WiFi 6,Yes,In-display,"Glass Front, Plastic Back",176,IP52
546,Xiaomi,Xiaomi Pro 546,63788,2023,iOS 16,Dimensity 920,Xclipse 920,6,256,Yes,6.1,IPS LCD,720x1600,120,4500,65,Yes,108,50,32,32,4K@60fps,Yes,Yes,5,WiFi 6,Yes,In-display,Metal Frame Glass Back,195,IP53
547,Realme,Realme Pro 547,43959,2026,iOS 16,Snapdragon 8 Gen 1,Xclipse 920,16,128,Yes,6.7,AMOLED,1080x2400,60,6000,120,Yes,64,12,32,16,4K@60fps,No,Yes,5.1,WiFi 6,No,Rear-mounted,"Glass Front, Plastic Back",213,No Rating
548,Nokia,Nokia Pro 548,129899,2021,Android 14,Snapdragon 8 Gen 2,Xclipse 920,16,64,No,6.4,LTPO AMOLED,1440x3200,120,4000,80,Yes,108,12,8,50,8K@24fps,Yes,Yes,5.2,WiFi 5,Yes,In-display,"Glass Front, Plastic Back",166,IP53
549,Nokia,Nokia Pro 549,97183,2026,Android 14,Exynos 2200,Mali-G710,4,64,Yes,6.4,IPS LCD,1440x3200,120,4500,45,No,108,12,8,32,8K@24fps,Yes,Yes,5,WiFi 5,Yes,Rear-mounted,"Glass Front, Plastic Back",178,IP52
550,Motorola,Motorola Pro 550,61373,2022,iOS 17,Exynos 2200,Mali-G710,8,1024,Yes,6.4,AMOLED,720x1600,144,4000,65,Yes,48,50,32,50,4K@60fps,No,No,5.1,WiFi 6,Yes,In-display,Metal Frame Glass Back,191,IP68
551,OnePlus,OnePlus Pro 551,105845,2021,Android 13,Exynos 2200,Adreno 730,4,256,No,6.5,Super AMOLED,1080x2400,90,5000,18,No,200,16,32,50,4K@30fps,No,Yes,5,WiFi 5,No,Rear-mounted,"Glass Front, Plastic Back",216,IP67
552,Oppo,Oppo Pro 552,138271,2026,iOS 16,Dimensity 8200,Adreno 740,8,512,No,6.1,IPS LCD,1440x3200,144,5500,33,Yes,64,8,32,16,4K@30fps,Yes,Yes,5,WiFi 5,Yes,Side-mounted,Glass Front/Back,169,No Rating
553,Oppo,Oppo Pro 553,19277,2025,iOS 17,A16 Bionic,Xclipse 920,4,1024,No,6.8,LTPO AMOLED,1080x2400,90,5000,120,Yes,108,16,32,32,4K@60fps,Yes,No,5.1,WiFi 5,No,Rear-mounted,Glass Front/Back,170,IP53
554,Nothing,Nothing Pro 554,97769,2021,iOS 17,Dimensity 920,Apple GPU,6,128,Yes,6.4,AMOLED,1440x3200,90,5500,65,Yes,64,16,32,8,8K@24fps,No,No,5.2,WiFi 5,Yes,Rear-mounted,Glass Front/Back,178,IP68
555,OnePlus,OnePlus Pro 555,106482,2025,iOS 17,Dimensity 920,Adreno 730,6,128,Yes,6.4,LTPO AMOLED,720x1600,144,4500,80,Yes,50,50,12,50,4K@30fps,Yes,Yes,5.3,WiFi 6E,No,Rear-mounted,Glass Front/Back,162,No Rating
556,Oppo,Oppo Pro 556,47469,2022,Android 13,Snapdragon 8 Gen 1,Adreno 730,6,1024,No,6.4,IPS LCD,1080x2400,144,5000,120,No,50,16,8,32,4K@30fps,Yes,No,5.3,WiFi 5,No,In-display,Glass Front/Back,208,IP52
557,Motorola,Motorola Pro 557,121154,2021,Android 13,Dimensity 8200,Adreno 730,8,1024,No,6.5,Super AMOLED,1440x3200,60,4500,80,No,50,12,8,50,1080p@60fps,No,Yes,5.1,WiFi 5,Yes,Rear-mounted,"Glass Front, Plastic Back",207,IP53
558,Xiaomi,Xiaomi Pro 558,23497,2021,Android 13,A16 Bionic,Adreno 730,12,512,Yes,6.5,LTPO AMOLED,1080x2400,60,4000,33,No,200,16,8,16,1080p@60fps,Yes,No,5.3,WiFi 6,No,Side-mounted,Metal Frame Glass Back,189,IP52
559,Oppo,Oppo Pro 559,80473,2022,Android 14,Dimensity 8200,Adreno 730,12,1024,Yes,6.8,Super AMOLED,1440x3200,90,6000,45,No,108,50,12,32,4K@30fps,Yes,Yes,5.3,WiFi 6E,No,Rear-mounted,Glass Front/Back,228,IP52
560,Vivo,Vivo Pro 560,88581,2021,iOS 16,Snapdragon 8 Gen 2,Adreno 740,8,64,No,6.7,IPS LCD,1080x2400,90,5500,120,Yes,108,8,8,16,4K@60fps,No,Yes,5.3,WiFi 6E,No,In-display,Metal Frame Glass Back,201,IP68
561,Oppo,Oppo Pro 561,148133,2020,Android 14,Dimensity 920,Adreno 740,8,128,Yes,6.5,LTPO AMOLED,720x1600,120,5500,120,Yes,108,8,32,16,4K@30fps,Yes,Yes,5,WiFi 6E,No,In-display,Glass Front/Back,217,IP67
562,Xiaomi,Xiaomi Pro 562,50159,2021,iOS 16,Dimensity 8200,Xclipse 920,4,512,Yes,6.7,AMOLED,720x1600,60,4000,120,Yes,108,50,8,16,4K@60fps,No,No,5.3,WiFi 6,Yes,Side-mounted,Glass Front/Back,160,IP68
563,Xiaomi,Xiaomi Pro 563,109125,2024,Android 13,Snapdragon 7 Gen 1,Apple GPU,6,64,Yes,6.4,IPS LCD,1080x2400,120,4000,18,Yes,108,16,12,16,4K@60fps,No,No,5.2,WiFi 6E,No,In-display,"Glass Front, Plastic Back",170,IP67
564,Vivo,Vivo Pro 564,144493,2024,iOS 16,Dimensity 8200,Adreno 740,8,512,No,6.4,Super AMOLED,1440x3200,120,5500,120,No,64,16,8,50,1080p@60fps,Yes,Yes,5,WiFi 6E,Yes,Side-mounted,Metal Frame Glass Back,215,IP68
565,Nokia,Nokia Pro 565,111512,2023,Android 14,Snapdragon 8 Gen 2,Xclipse 920,16,1024,Yes,6.5,LTPO AMOLED,1440x3200,120,6000,25,No,200,12,32,16,1080p@60fps,No,Yes,5.1,WiFi 6E,No,Rear-mounted,Metal Frame Glass Back,237,IP53
566,Motorola,Motorola Pro 566,85768,2021,Android 13,Dimensity 8200,Xclipse 920,8,1024,No,6.1,IPS LCD,1080x2400,90,6000,45,No,48,50,8,32,8K@24fps,No,Yes,5.1,WiFi 6E,Yes,Side-mounted,Metal Frame Glass Back,222,IP68
567,Oppo,Oppo Pro 567,11219,2023,iOS 17,Snapdragon 8 Gen 2,Xclipse 920,12,512,No,6.4,Super AMOLED,1440x3200,60,4500,80,No,108,8,12,16,1080p@60fps,No,Yes,5,WiFi 6E,No,Side-mounted,Glass Front/Back,177,IP68
568,Oppo,Oppo Pro 568,57184,2025,iOS 17,Snapdragon 8 Gen 1,Adreno 730,16,512,Yes,6.5,Super AMOLED,720x1600,90,5000,18,Yes,64,8,8,8,8K@24fps,No,Yes,5.2,WiFi 6E,Yes,Rear-mounted,Metal Frame Glass Back,201,No Rating
569,Motorola,Motorola Pro 569,142604,2026,iOS 16,Dimensity 920,Apple GPU,8,128,Yes,6.4,OLED,1440x3200,144,5000,25,Yes,108,8,32,32,4K@60fps,Yes,Yes,5.1,WiFi 5,Yes,Rear-mounted,Glass Front/Back,231,IP68
570,Nothing,Nothing Pro 570,17405,2025,iOS 17,Snapdragon 8 Gen 1,Mali-G710,6,64,No,6.7,OLED,720x1600,90,4500,25,Yes,48,50,32,50,1080p@60fps,Yes,Yes,5,WiFi 6,No,Rear-mounted,"Glass Front, Plastic Back",177,No Rating
571,Xiaomi,Xiaomi Pro 571,76438,2022,iOS 17,Dimensity 8200,Adreno 740,8,128,Yes,6.1,IPS LCD,1080x2400,144,6000,33,No,50,16,32,50,8K@24fps,Yes,Yes,5,WiFi 6,No,Rear-mounted,"Glass Front, Plastic Back",169,No Rating
572,Motorola,Motorola Pro 572,72192,2022,iOS 17,Snapdragon 8 Gen 1,Adreno 730,12,256,Yes,6.8,OLED,1440x3200,144,6000,65,Yes,50,8,8,8,1080p@60fps,No,No,5.1,WiFi 5,No,Rear-mounted,"Glass Front, Plastic Back",203,No Rating
573,Xiaomi,Xiaomi Pro 573,141985,2026,Android 14,Exynos 2200,Xclipse 920,6,256,No,6.7,IPS LCD,720x1600,90,6000,45,No,108,16,12,8,4K@30fps,Yes,Yes,5.1,WiFi 6,No,Side-mounted,Metal Frame Glass Back,214,IP67
574,Apple,Apple Pro 574,111386,2023,Android 13,Dimensity 8200,Adreno 740,6,1024,No,6.7,OLED,1440x3200,90,4000,33,No,48,16,32,50,4K@60fps,Yes,Yes,5.1,WiFi 5,Yes,In-display,Glass Front/Back,170,IP68
575,Oppo,Oppo Pro 575,47330,2026,iOS 16,Snapdragon 7 Gen 1,Adreno 730,4,128,No,6.7,IPS LCD,1080x2400,144,5000,65,No,64,16,32,32,1080p@60fps,No,Yes,5,WiFi 6,No,Rear-mounted,"Glass Front, Plastic Back",190,IP67
576,Realme,Realme Pro 576,25646,2025,Android 13,Exynos 2200,Xclipse 920,12,1024,Yes,6.4,AMOLED,720x1600,120,4500,18,Yes,200,16,8,8,4K@30fps,Yes,Yes,5,WiFi 6E,No,In-display,Glass Front/Back,227,IP68
577,Xiaomi,Xiaomi Pro 577,140730,2020,iOS 16,A16 Bionic,Adreno 730,6,128,Yes,6.4,AMOLED,1080x2400,90,5000,80,No,200,8,8,8,4K@60fps,No,Yes,5,WiFi 6E,No,Side-mounted,Metal Frame Glass Back,229,IP67
578,Vivo,Vivo Pro 578,142351,2024,Android 13,Snapdragon 8 Gen 1,Apple GPU,6,128,No,6.1,OLED,1440x3200,90,6000,120,No,50,8,32,50,8K@24fps,No,Yes,5.3,WiFi 6,Yes,Rear-mounted,Glass Front/Back,239,IP67
579,OnePlus,OnePlus Pro 579,75445,2022,iOS 16,Dimensity 8200,Xclipse 920,12,256,Yes,6.1,LTPO AMOLED,1440x3200,120,6000,25,Yes,50,12,32,32,8K@24fps,Yes,No,5.3,WiFi 5,Yes,Side-mounted,Glass Front/Back,180,IP67
580,Vivo,Vivo Pro 580,141747,2023,Android 14,Snapdragon 8 Gen 1,Mali-G710,16,256,No,6.4,AMOLED,1080x2400,60,6000,25,No,64,50,32,16,4K@60fps,Yes,No,5.3,WiFi 6E,No,Side-mounted,Metal Frame Glass Back,201,IP53
581,Nothing,Nothing Pro 581,64796,2022,Android 13,Dimensity 8200,Mali-G710,16,128,Yes,6.1,OLED,1440x3200,144,4500,18,Yes,48,8,32,16,4K@30fps,Yes,No,5,WiFi 6,No,Side-mounted,Metal Frame Glass Back,203,IP53
582,Samsung,Samsung Pro 582,101134,2023,Android 13,Snapdragon 7 Gen 1,Adreno 740,16,128,No,6.4,Super AMOLED,1080x2400,60,4000,33,Yes,50,50,8,32,1080p@60fps,No,Yes,5,WiFi 5,Yes,Side-mounted,"Glass Front, Plastic Back",209,IP53
583,Apple,Apple Pro 583,17913,2022,Android 13,Dimensity 920,Xclipse 920,12,256,Yes,6.5,Super AMOLED,720x1600,90,4500,18,Yes,48,8,12,16,1080p@60fps,Yes,No,5.2,WiFi 6,No,Side-mounted,Metal Frame Glass Back,213,IP53
584,Samsung,Samsung Pro 584,135549,2025,Android 14,Snapdragon 7 Gen 1,Apple GPU,4,512,Yes,6.4,OLED,1080x2400,90,5500,80,Yes,200,12,12,16,1080p@60fps,Yes,Yes,5.3,WiFi 5,No,Rear-mounted,"Glass Front, Plastic Back",221,IP52
